accession,Organism Name,GenBank/RefSeq,Submitters,Organization,Submitter Country,Release date,Isolate,Virus Lineage,Length,Nuc Completeness,Proteins/Segments,Segment,Is Vaccine Strain,Geographic Region,Geographic Location,Host,Host Lineage,Lab Host,Tissue/Specimen/Source,Collection Date,Sample Name,Annotated,SRA Accessions,Bioprojects,Biosample,Protein count,Gene count,Mature Peptide Count,definition,strain,isolation_source,create_date,update_date,assembly_name,authors,title,journal,pubmed_id,reference_count,comment
PV955428.1,,GenBank,,,,2025-08-13,,[],1657,partial,"Orthonairovirus haemorrhagiae isolate DoG22-103 segment S nucleocapsid protein gene, complete cds",S,False,Asia,Mongolia: Dornogovi,Hyalomma asiaticum,"[{'tax_id': 131567, 'name': 'cellular organisms'}, {'tax_id': 2759, 'name': 'Eukaryota'}, {'tax_id': 33154, 'name': 'Opisthokonta'}, {'tax_id': 33208, 'name': 'Metazoa'}, {'tax_id': 6072, 'name': 'Eumetazoa'}, {'tax_id': 33213, 'name': 'Bilateria'}, {'tax_id': 33317, 'name': 'Protostomia'}, {'tax_id': 1206794, 'name': 'Ecdysozoa'}, {'tax_id': 88770, 'name': 'Panarthropoda'}, {'tax_id': 6656, 'name': 'Arthropoda'}, {'tax_id': 6843, 'name': 'Chelicerata'}, {'tax_id': 6854, 'name': 'Arachnida'}, {'tax_id': 6933, 'name': 'Acari'}, {'tax_id': 6934, 'name': 'Parasitiformes'}, {'tax_id': 6935, 'name': 'Ixodida'}, {'tax_id': 297308, 'name': 'Ixodoidea'}, {'tax_id': 6939, 'name': 'Ixodidae'}, {'tax_id': 426438, 'name': 'Hyalomminae'}, {'tax_id': 34625, 'name': 'Hyalomma'}, {'tax_id': 266040, 'name': 'Hyalomma asiaticum'}]",False,,,,True,[],[],,1.0,,,,,,,,,,,,,,
PV953857.1,,GenBank,,,,2025-07-27,,[],1671,partial,"Orthonairovirus haemorrhagiae isolate CCHFV_30_185 nucleocapsid protein gene, complete cds",S,False,Asia,Tajikistan,Hyalomma anatolicum,"[{'tax_id': 131567, 'name': 'cellular organisms'}, {'tax_id': 2759, 'name': 'Eukaryota'}, {'tax_id': 33154, 'name': 'Opisthokonta'}, {'tax_id': 33208, 'name': 'Metazoa'}, {'tax_id': 6072, 'name': 'Eumetazoa'}, {'tax_id': 33213, 'name': 'Bilateria'}, {'tax_id': 33317, 'name': 'Protostomia'}, {'tax_id': 1206794, 'name': 'Ecdysozoa'}, {'tax_id': 88770, 'name': 'Panarthropoda'}, {'tax_id': 6656, 'name': 'Arthropoda'}, {'tax_id': 6843, 'name': 'Chelicerata'}, {'tax_id': 6854, 'name': 'Arachnida'}, {'tax_id': 6933, 'name': 'Acari'}, {'tax_id': 6934, 'name': 'Parasitiformes'}, {'tax_id': 6935, 'name': 'Ixodida'}, {'tax_id': 297308, 'name': 'Ixodoidea'}, {'tax_id': 6939, 'name': 'Ixodidae'}, {'tax_id': 426438, 'name': 'Hyalomminae'}, {'tax_id': 34625, 'name': 'Hyalomma'}, {'tax_id': 176092, 'name': 'Hyalomma anatolicum'}]",False,pooled ticks,,,True,[],[],,1.0,,,,,,,,,,,,,,
PV738570.1,,GenBank,,,,2025-06-15,,[],1249,partial,"Orthonairovirus haemorrhagiae isolate CCHFV_27_27 segment S, partial sequence",S,False,Asia,Tajikistan,Hyalomma anatolicum,"[{'tax_id': 131567, 'name': 'cellular organisms'}, {'tax_id': 2759, 'name': 'Eukaryota'}, {'tax_id': 33154, 'name': 'Opisthokonta'}, {'tax_id': 33208, 'name': 'Metazoa'}, {'tax_id': 6072, 'name': 'Eumetazoa'}, {'tax_id': 33213, 'name': 'Bilateria'}, {'tax_id': 33317, 'name': 'Protostomia'}, {'tax_id': 1206794, 'name': 'Ecdysozoa'}, {'tax_id': 88770, 'name': 'Panarthropoda'}, {'tax_id': 6656, 'name': 'Arthropoda'}, {'tax_id': 6843, 'name': 'Chelicerata'}, {'tax_id': 6854, 'name': 'Arachnida'}, {'tax_id': 6933, 'name': 'Acari'}, {'tax_id': 6934, 'name': 'Parasitiformes'}, {'tax_id': 6935, 'name': 'Ixodida'}, {'tax_id': 297308, 'name': 'Ixodoidea'}, {'tax_id': 6939, 'name': 'Ixodidae'}, {'tax_id': 426438, 'name': 'Hyalomminae'}, {'tax_id': 34625, 'name': 'Hyalomma'}, {'tax_id': 176092, 'name': 'Hyalomma anatolicum'}]",False,pooled ticks,,,True,[],[],,1.0,,,,,,,,,,,,,,
PV738568.1,,GenBank,,,,2025-06-15,,[],1246,partial,"Orthonairovirus haemorrhagiae isolate CCHFV_26_26 segment S, partial sequence",S,False,Asia,Tajikistan,Hyalomma anatolicum,"[{'tax_id': 131567, 'name': 'cellular organisms'}, {'tax_id': 2759, 'name': 'Eukaryota'}, {'tax_id': 33154, 'name': 'Opisthokonta'}, {'tax_id': 33208, 'name': 'Metazoa'}, {'tax_id': 6072, 'name': 'Eumetazoa'}, {'tax_id': 33213, 'name': 'Bilateria'}, {'tax_id': 33317, 'name': 'Protostomia'}, {'tax_id': 1206794, 'name': 'Ecdysozoa'}, {'tax_id': 88770, 'name': 'Panarthropoda'}, {'tax_id': 6656, 'name': 'Arthropoda'}, {'tax_id': 6843, 'name': 'Chelicerata'}, {'tax_id': 6854, 'name': 'Arachnida'}, {'tax_id': 6933, 'name': 'Acari'}, {'tax_id': 6934, 'name': 'Parasitiformes'}, {'tax_id': 6935, 'name': 'Ixodida'}, {'tax_id': 297308, 'name': 'Ixodoidea'}, {'tax_id': 6939, 'name': 'Ixodidae'}, {'tax_id': 426438, 'name': 'Hyalomminae'}, {'tax_id': 34625, 'name': 'Hyalomma'}, {'tax_id': 176092, 'name': 'Hyalomma anatolicum'}]",False,pooled ticks,,,True,[],[],,1.0,,,,,,,,,,,,,,
PV696549.1,,GenBank,,,,2025-06-04,,[],1668,partial,"Orthonairovirus haemorrhagiae isolate BG111-2024 segment S, complete sequence",S,False,Europe,Bulgaria,Homo sapiens,"[{'tax_id': 131567, 'name': 'cellular organisms'}, {'tax_id': 2759, 'name': 'Eukaryota'}, {'tax_id': 33154, 'name': 'Opisthokonta'}, {'tax_id': 33208, 'name': 'Metazoa'}, {'tax_id': 6072, 'name': 'Eumetazoa'}, {'tax_id': 33213, 'name': 'Bilateria'}, {'tax_id': 33511, 'name': 'Deuterostomia'}, {'tax_id': 7711, 'name': 'Chordata'}, {'tax_id': 89593, 'name': 'Craniata'}, {'tax_id': 7742, 'name': 'Vertebrata'}, {'tax_id': 7776, 'name': 'Gnathostomata'}, {'tax_id': 117570, 'name': 'Teleostomi'}, {'tax_id': 117571, 'name': 'Euteleostomi'}, {'tax_id': 8287, 'name': 'Sarcopterygii'}, {'tax_id': 1338369, 'name': 'Dipnotetrapodomorpha'}, {'tax_id': 32523, 'name': 'Tetrapoda'}, {'tax_id': 32524, 'name': 'Amniota'}, {'tax_id': 40674, 'name': 'Mammalia'}, {'tax_id': 32525, 'name': 'Theria'}, {'tax_id': 9347, 'name': 'Eutheria'}, {'tax_id': 1437010, 'name': 'Boreoeutheria'}, {'tax_id': 314146, 'name': 'Euarchontoglires'}, {'tax_id': 9443, 'name': 'Primates'}, {'tax_id': 376913, 'name': 'Haplorrhini'}, {'tax_id': 314293, 'name': 'Simiiformes'}, {'tax_id': 9526, 'name': 'Catarrhini'}, {'tax_id': 314295, 'name': 'Hominoidea'}, {'tax_id': 9604, 'name': 'Hominidae'}, {'tax_id': 207598, 'name': 'Homininae'}, {'tax_id': 9605, 'name': 'Homo'}, {'tax_id': 9606, 'name': 'Homo sapiens'}]",False,blood,,,True,[],[],,1.0,,,,,,,,,,,,,,
PV390612.1,,GenBank,,,,2025-04-05,,[],1254,partial,"Orthonairovirus haemorrhagiae isolate CCHFV_14_169 segment S nucleocapsid protein gene, partial cds",S,False,Asia,Tajikistan,Hyalomma anatolicum,"[{'tax_id': 131567, 'name': 'cellular organisms'}, {'tax_id': 2759, 'name': 'Eukaryota'}, {'tax_id': 33154, 'name': 'Opisthokonta'}, {'tax_id': 33208, 'name': 'Metazoa'}, {'tax_id': 6072, 'name': 'Eumetazoa'}, {'tax_id': 33213, 'name': 'Bilateria'}, {'tax_id': 33317, 'name': 'Protostomia'}, {'tax_id': 1206794, 'name': 'Ecdysozoa'}, {'tax_id': 88770, 'name': 'Panarthropoda'}, {'tax_id': 6656, 'name': 'Arthropoda'}, {'tax_id': 6843, 'name': 'Chelicerata'}, {'tax_id': 6854, 'name': 'Arachnida'}, {'tax_id': 6933, 'name': 'Acari'}, {'tax_id': 6934, 'name': 'Parasitiformes'}, {'tax_id': 6935, 'name': 'Ixodida'}, {'tax_id': 297308, 'name': 'Ixodoidea'}, {'tax_id': 6939, 'name': 'Ixodidae'}, {'tax_id': 426438, 'name': 'Hyalomminae'}, {'tax_id': 34625, 'name': 'Hyalomma'}, {'tax_id': 176092, 'name': 'Hyalomma anatolicum'}]",False,pooled ticks,,,True,[],[],,1.0,,,,,,,,,,,,,,
PV390611.1,,GenBank,,,,2025-04-05,,[],1248,partial,"Orthonairovirus haemorrhagiae isolate CCHFV_12_167 segment S nucleocapsid protein gene, partial cds",S,False,Asia,Tajikistan,Hyalomma anatolicum,"[{'tax_id': 131567, 'name': 'cellular organisms'}, {'tax_id': 2759, 'name': 'Eukaryota'}, {'tax_id': 33154, 'name': 'Opisthokonta'}, {'tax_id': 33208, 'name': 'Metazoa'}, {'tax_id': 6072, 'name': 'Eumetazoa'}, {'tax_id': 33213, 'name': 'Bilateria'}, {'tax_id': 33317, 'name': 'Protostomia'}, {'tax_id': 1206794, 'name': 'Ecdysozoa'}, {'tax_id': 88770, 'name': 'Panarthropoda'}, {'tax_id': 6656, 'name': 'Arthropoda'}, {'tax_id': 6843, 'name': 'Chelicerata'}, {'tax_id': 6854, 'name': 'Arachnida'}, {'tax_id': 6933, 'name': 'Acari'}, {'tax_id': 6934, 'name': 'Parasitiformes'}, {'tax_id': 6935, 'name': 'Ixodida'}, {'tax_id': 297308, 'name': 'Ixodoidea'}, {'tax_id': 6939, 'name': 'Ixodidae'}, {'tax_id': 426438, 'name': 'Hyalomminae'}, {'tax_id': 34625, 'name': 'Hyalomma'}, {'tax_id': 176092, 'name': 'Hyalomma anatolicum'}]",False,pooled ticks,,,True,[],[],,1.0,,,,,,,,,,,,,,
PV390610.1,,GenBank,,,,2025-04-05,,[],1673,partial,"Orthonairovirus haemorrhagiae isolate CCHFV_6_161 segment S nucleocapsid protein gene, complete cds",S,False,Asia,Tajikistan,Hyalomma anatolicum,"[{'tax_id': 131567, 'name': 'cellular organisms'}, {'tax_id': 2759, 'name': 'Eukaryota'}, {'tax_id': 33154, 'name': 'Opisthokonta'}, {'tax_id': 33208, 'name': 'Metazoa'}, {'tax_id': 6072, 'name': 'Eumetazoa'}, {'tax_id': 33213, 'name': 'Bilateria'}, {'tax_id': 33317, 'name': 'Protostomia'}, {'tax_id': 1206794, 'name': 'Ecdysozoa'}, {'tax_id': 88770, 'name': 'Panarthropoda'}, {'tax_id': 6656, 'name': 'Arthropoda'}, {'tax_id': 6843, 'name': 'Chelicerata'}, {'tax_id': 6854, 'name': 'Arachnida'}, {'tax_id': 6933, 'name': 'Acari'}, {'tax_id': 6934, 'name': 'Parasitiformes'}, {'tax_id': 6935, 'name': 'Ixodida'}, {'tax_id': 297308, 'name': 'Ixodoidea'}, {'tax_id': 6939, 'name': 'Ixodidae'}, {'tax_id': 426438, 'name': 'Hyalomminae'}, {'tax_id': 34625, 'name': 'Hyalomma'}, {'tax_id': 176092, 'name': 'Hyalomma anatolicum'}]",False,pooled ticks,,,True,[],[],,1.0,,,,,,,,,,,,,,
PV390604.1,,GenBank,,,,2025-04-05,,[],1673,partial,"Orthonairovirus haemorrhagiae isolate CCHFV_C7 segment S nucleocapsid protein gene, complete cds",S,False,Asia,Tajikistan,Homo sapiens,"[{'tax_id': 131567, 'name': 'cellular organisms'}, {'tax_id': 2759, 'name': 'Eukaryota'}, {'tax_id': 33154, 'name': 'Opisthokonta'}, {'tax_id': 33208, 'name': 'Metazoa'}, {'tax_id': 6072, 'name': 'Eumetazoa'}, {'tax_id': 33213, 'name': 'Bilateria'}, {'tax_id': 33511, 'name': 'Deuterostomia'}, {'tax_id': 7711, 'name': 'Chordata'}, {'tax_id': 89593, 'name': 'Craniata'}, {'tax_id': 7742, 'name': 'Vertebrata'}, {'tax_id': 7776, 'name': 'Gnathostomata'}, {'tax_id': 117570, 'name': 'Teleostomi'}, {'tax_id': 117571, 'name': 'Euteleostomi'}, {'tax_id': 8287, 'name': 'Sarcopterygii'}, {'tax_id': 1338369, 'name': 'Dipnotetrapodomorpha'}, {'tax_id': 32523, 'name': 'Tetrapoda'}, {'tax_id': 32524, 'name': 'Amniota'}, {'tax_id': 40674, 'name': 'Mammalia'}, {'tax_id': 32525, 'name': 'Theria'}, {'tax_id': 9347, 'name': 'Eutheria'}, {'tax_id': 1437010, 'name': 'Boreoeutheria'}, {'tax_id': 314146, 'name': 'Euarchontoglires'}, {'tax_id': 9443, 'name': 'Primates'}, {'tax_id': 376913, 'name': 'Haplorrhini'}, {'tax_id': 314293, 'name': 'Simiiformes'}, {'tax_id': 9526, 'name': 'Catarrhini'}, {'tax_id': 314295, 'name': 'Hominoidea'}, {'tax_id': 9604, 'name': 'Hominidae'}, {'tax_id': 207598, 'name': 'Homininae'}, {'tax_id': 9605, 'name': 'Homo'}, {'tax_id': 9606, 'name': 'Homo sapiens'}]",False,blood,,,True,[],[],,1.0,,,,,,,,,,,,,,
PV390603.1,,GenBank,,,,2025-04-05,,[],1673,partial,"Orthonairovirus haemorrhagiae isolate CCHFV_C6 segment S nucleocapsid protein gene, complete cds",S,False,Asia,Tajikistan,Homo sapiens,"[{'tax_id': 131567, 'name': 'cellular organisms'}, {'tax_id': 2759, 'name': 'Eukaryota'}, {'tax_id': 33154, 'name': 'Opisthokonta'}, {'tax_id': 33208, 'name': 'Metazoa'}, {'tax_id': 6072, 'name': 'Eumetazoa'}, {'tax_id': 33213, 'name': 'Bilateria'}, {'tax_id': 33511, 'name': 'Deuterostomia'}, {'tax_id': 7711, 'name': 'Chordata'}, {'tax_id': 89593, 'name': 'Craniata'}, {'tax_id': 7742, 'name': 'Vertebrata'}, {'tax_id': 7776, 'name': 'Gnathostomata'}, {'tax_id': 117570, 'name': 'Teleostomi'}, {'tax_id': 117571, 'name': 'Euteleostomi'}, {'tax_id': 8287, 'name': 'Sarcopterygii'}, {'tax_id': 1338369, 'name': 'Dipnotetrapodomorpha'}, {'tax_id': 32523, 'name': 'Tetrapoda'}, {'tax_id': 32524, 'name': 'Amniota'}, {'tax_id': 40674, 'name': 'Mammalia'}, {'tax_id': 32525, 'name': 'Theria'}, {'tax_id': 9347, 'name': 'Eutheria'}, {'tax_id': 1437010, 'name': 'Boreoeutheria'}, {'tax_id': 314146, 'name': 'Euarchontoglires'}, {'tax_id': 9443, 'name': 'Primates'}, {'tax_id': 376913, 'name': 'Haplorrhini'}, {'tax_id': 314293, 'name': 'Simiiformes'}, {'tax_id': 9526, 'name': 'Catarrhini'}, {'tax_id': 314295, 'name': 'Hominoidea'}, {'tax_id': 9604, 'name': 'Hominidae'}, {'tax_id': 207598, 'name': 'Homininae'}, {'tax_id': 9605, 'name': 'Homo'}, {'tax_id': 9606, 'name': 'Homo sapiens'}]",False,blood,,,True,[],[],,1.0,,,,,,,,,,,,,,
PV330317.1,,GenBank,,,,2025-04-01,,[],1648,partial,UNVERIFIED: Orthonairovirus haemorrhagiae isolate VK4_KUISCID segment S sequence,S,False,Asia,Turkey,Homo sapiens,"[{'tax_id': 131567, 'name': 'cellular organisms'}, {'tax_id': 2759, 'name': 'Eukaryota'}, {'tax_id': 33154, 'name': 'Opisthokonta'}, {'tax_id': 33208, 'name': 'Metazoa'}, {'tax_id': 6072, 'name': 'Eumetazoa'}, {'tax_id': 33213, 'name': 'Bilateria'}, {'tax_id': 33511, 'name': 'Deuterostomia'}, {'tax_id': 7711, 'name': 'Chordata'}, {'tax_id': 89593, 'name': 'Craniata'}, {'tax_id': 7742, 'name': 'Vertebrata'}, {'tax_id': 7776, 'name': 'Gnathostomata'}, {'tax_id': 117570, 'name': 'Teleostomi'}, {'tax_id': 117571, 'name': 'Euteleostomi'}, {'tax_id': 8287, 'name': 'Sarcopterygii'}, {'tax_id': 1338369, 'name': 'Dipnotetrapodomorpha'}, {'tax_id': 32523, 'name': 'Tetrapoda'}, {'tax_id': 32524, 'name': 'Amniota'}, {'tax_id': 40674, 'name': 'Mammalia'}, {'tax_id': 32525, 'name': 'Theria'}, {'tax_id': 9347, 'name': 'Eutheria'}, {'tax_id': 1437010, 'name': 'Boreoeutheria'}, {'tax_id': 314146, 'name': 'Euarchontoglires'}, {'tax_id': 9443, 'name': 'Primates'}, {'tax_id': 376913, 'name': 'Haplorrhini'}, {'tax_id': 314293, 'name': 'Simiiformes'}, {'tax_id': 9526, 'name': 'Catarrhini'}, {'tax_id': 314295, 'name': 'Hominoidea'}, {'tax_id': 9604, 'name': 'Hominidae'}, {'tax_id': 207598, 'name': 'Homininae'}, {'tax_id': 9605, 'name': 'Homo'}, {'tax_id': 9606, 'name': 'Homo sapiens'}]",False,,,,False,[],[],,,,,,,,,,,,,,,,
PV126632.1,,GenBank,,,,2025-03-05,,[],1449,partial,"Orthonairovirus haemorrhagiae isolate 622-STV-TI-2021 segment S nucleocapsid protein gene, complete cds",S,False,Europe,Russia,Ixodoidea,"[{'tax_id': 131567, 'name': 'cellular organisms'}, {'tax_id': 2759, 'name': 'Eukaryota'}, {'tax_id': 33154, 'name': 'Opisthokonta'}, {'tax_id': 33208, 'name': 'Metazoa'}, {'tax_id': 6072, 'name': 'Eumetazoa'}, {'tax_id': 33213, 'name': 'Bilateria'}, {'tax_id': 33317, 'name': 'Protostomia'}, {'tax_id': 1206794, 'name': 'Ecdysozoa'}, {'tax_id': 88770, 'name': 'Panarthropoda'}, {'tax_id': 6656, 'name': 'Arthropoda'}, {'tax_id': 6843, 'name': 'Chelicerata'}, {'tax_id': 6854, 'name': 'Arachnida'}, {'tax_id': 6933, 'name': 'Acari'}, {'tax_id': 6934, 'name': 'Parasitiformes'}, {'tax_id': 6935, 'name': 'Ixodida'}, {'tax_id': 297308, 'name': 'Ixodoidea'}]",False,,,,True,[],[],,1.0,,,,,,,,,,,,,,
PV033791.1,,GenBank,,,,2025-03-01,,[],1449,partial,"Orthonairovirus haemorrhagiae isolate 372-ARM-TI-2022 nucleocapsid protein gene, complete cds",S,False,Asia,Armenia,Ixodoidea,"[{'tax_id': 131567, 'name': 'cellular organisms'}, {'tax_id': 2759, 'name': 'Eukaryota'}, {'tax_id': 33154, 'name': 'Opisthokonta'}, {'tax_id': 33208, 'name': 'Metazoa'}, {'tax_id': 6072, 'name': 'Eumetazoa'}, {'tax_id': 33213, 'name': 'Bilateria'}, {'tax_id': 33317, 'name': 'Protostomia'}, {'tax_id': 1206794, 'name': 'Ecdysozoa'}, {'tax_id': 88770, 'name': 'Panarthropoda'}, {'tax_id': 6656, 'name': 'Arthropoda'}, {'tax_id': 6843, 'name': 'Chelicerata'}, {'tax_id': 6854, 'name': 'Arachnida'}, {'tax_id': 6933, 'name': 'Acari'}, {'tax_id': 6934, 'name': 'Parasitiformes'}, {'tax_id': 6935, 'name': 'Ixodida'}, {'tax_id': 297308, 'name': 'Ixodoidea'}]",False,,,,True,[],[],,1.0,,,,,,,,,,,,,,
PV033790.1,,GenBank,,,,2025-03-01,,[],1449,partial,"Orthonairovirus haemorrhagiae isolate 521-ARM-TI-2023 nucleocapsid protein gene, complete cds",S,False,Asia,Armenia,Ixodoidea,"[{'tax_id': 131567, 'name': 'cellular organisms'}, {'tax_id': 2759, 'name': 'Eukaryota'}, {'tax_id': 33154, 'name': 'Opisthokonta'}, {'tax_id': 33208, 'name': 'Metazoa'}, {'tax_id': 6072, 'name': 'Eumetazoa'}, {'tax_id': 33213, 'name': 'Bilateria'}, {'tax_id': 33317, 'name': 'Protostomia'}, {'tax_id': 1206794, 'name': 'Ecdysozoa'}, {'tax_id': 88770, 'name': 'Panarthropoda'}, {'tax_id': 6656, 'name': 'Arthropoda'}, {'tax_id': 6843, 'name': 'Chelicerata'}, {'tax_id': 6854, 'name': 'Arachnida'}, {'tax_id': 6933, 'name': 'Acari'}, {'tax_id': 6934, 'name': 'Parasitiformes'}, {'tax_id': 6935, 'name': 'Ixodida'}, {'tax_id': 297308, 'name': 'Ixodoidea'}]",False,,,,True,[],[],,1.0,,,,,,,,,,,,,,
PV033789.1,,GenBank,,,,2025-03-01,,[],1449,partial,"Orthonairovirus haemorrhagiae isolate 423-ARM-TI-2023 nucleocapsid protein gene, complete cds",S,False,Asia,Armenia,Ixodoidea,"[{'tax_id': 131567, 'name': 'cellular organisms'}, {'tax_id': 2759, 'name': 'Eukaryota'}, {'tax_id': 33154, 'name': 'Opisthokonta'}, {'tax_id': 33208, 'name': 'Metazoa'}, {'tax_id': 6072, 'name': 'Eumetazoa'}, {'tax_id': 33213, 'name': 'Bilateria'}, {'tax_id': 33317, 'name': 'Protostomia'}, {'tax_id': 1206794, 'name': 'Ecdysozoa'}, {'tax_id': 88770, 'name': 'Panarthropoda'}, {'tax_id': 6656, 'name': 'Arthropoda'}, {'tax_id': 6843, 'name': 'Chelicerata'}, {'tax_id': 6854, 'name': 'Arachnida'}, {'tax_id': 6933, 'name': 'Acari'}, {'tax_id': 6934, 'name': 'Parasitiformes'}, {'tax_id': 6935, 'name': 'Ixodida'}, {'tax_id': 297308, 'name': 'Ixodoidea'}]",False,,,,True,[],[],,1.0,,,,,,,,,,,,,,
PV033788.1,,GenBank,,,,2025-03-01,,[],1449,partial,"Orthonairovirus haemorrhagiae isolate 345-ARM-TI-2023 nucleocapsid protein gene, complete cds",S,False,Asia,Armenia,Ixodoidea,"[{'tax_id': 131567, 'name': 'cellular organisms'}, {'tax_id': 2759, 'name': 'Eukaryota'}, {'tax_id': 33154, 'name': 'Opisthokonta'}, {'tax_id': 33208, 'name': 'Metazoa'}, {'tax_id': 6072, 'name': 'Eumetazoa'}, {'tax_id': 33213, 'name': 'Bilateria'}, {'tax_id': 33317, 'name': 'Protostomia'}, {'tax_id': 1206794, 'name': 'Ecdysozoa'}, {'tax_id': 88770, 'name': 'Panarthropoda'}, {'tax_id': 6656, 'name': 'Arthropoda'}, {'tax_id': 6843, 'name': 'Chelicerata'}, {'tax_id': 6854, 'name': 'Arachnida'}, {'tax_id': 6933, 'name': 'Acari'}, {'tax_id': 6934, 'name': 'Parasitiformes'}, {'tax_id': 6935, 'name': 'Ixodida'}, {'tax_id': 297308, 'name': 'Ixodoidea'}]",False,,,,True,[],[],,1.0,,,,,,,,,,,,,,
PV033787.1,,GenBank,,,,2025-03-01,,[],1449,partial,"Orthonairovirus haemorrhagiae isolate 279-ARM-TI-2023 nucleocapsid protein gene, complete cds",S,False,Asia,Armenia,Ixodoidea,"[{'tax_id': 131567, 'name': 'cellular organisms'}, {'tax_id': 2759, 'name': 'Eukaryota'}, {'tax_id': 33154, 'name': 'Opisthokonta'}, {'tax_id': 33208, 'name': 'Metazoa'}, {'tax_id': 6072, 'name': 'Eumetazoa'}, {'tax_id': 33213, 'name': 'Bilateria'}, {'tax_id': 33317, 'name': 'Protostomia'}, {'tax_id': 1206794, 'name': 'Ecdysozoa'}, {'tax_id': 88770, 'name': 'Panarthropoda'}, {'tax_id': 6656, 'name': 'Arthropoda'}, {'tax_id': 6843, 'name': 'Chelicerata'}, {'tax_id': 6854, 'name': 'Arachnida'}, {'tax_id': 6933, 'name': 'Acari'}, {'tax_id': 6934, 'name': 'Parasitiformes'}, {'tax_id': 6935, 'name': 'Ixodida'}, {'tax_id': 297308, 'name': 'Ixodoidea'}]",False,,,,True,[],[],,1.0,,,,,,,,,,,,,,
PV033786.1,,GenBank,,,,2025-03-01,,[],1449,partial,"Orthonairovirus haemorrhagiae isolate 229-ARM-TI-2023 nucleocapsid protein gene, complete cds",S,False,Asia,Armenia,Ixodoidea,"[{'tax_id': 131567, 'name': 'cellular organisms'}, {'tax_id': 2759, 'name': 'Eukaryota'}, {'tax_id': 33154, 'name': 'Opisthokonta'}, {'tax_id': 33208, 'name': 'Metazoa'}, {'tax_id': 6072, 'name': 'Eumetazoa'}, {'tax_id': 33213, 'name': 'Bilateria'}, {'tax_id': 33317, 'name': 'Protostomia'}, {'tax_id': 1206794, 'name': 'Ecdysozoa'}, {'tax_id': 88770, 'name': 'Panarthropoda'}, {'tax_id': 6656, 'name': 'Arthropoda'}, {'tax_id': 6843, 'name': 'Chelicerata'}, {'tax_id': 6854, 'name': 'Arachnida'}, {'tax_id': 6933, 'name': 'Acari'}, {'tax_id': 6934, 'name': 'Parasitiformes'}, {'tax_id': 6935, 'name': 'Ixodida'}, {'tax_id': 297308, 'name': 'Ixodoidea'}]",False,,,,True,[],[],,1.0,,,,,,,,,,,,,,
PV023459.1,,GenBank,,,,2025-10-20,,[],1644,partial,"Orthonairovirus haemorrhagiae strain CCHFV/XML09/2022/China/Xinjiang nucleoprotein (NP) gene, complete cds",,False,Asia,China,Ixodoidea,"[{'tax_id': 131567, 'name': 'cellular organisms'}, {'tax_id': 2759, 'name': 'Eukaryota'}, {'tax_id': 33154, 'name': 'Opisthokonta'}, {'tax_id': 33208, 'name': 'Metazoa'}, {'tax_id': 6072, 'name': 'Eumetazoa'}, {'tax_id': 33213, 'name': 'Bilateria'}, {'tax_id': 33317, 'name': 'Protostomia'}, {'tax_id': 1206794, 'name': 'Ecdysozoa'}, {'tax_id': 88770, 'name': 'Panarthropoda'}, {'tax_id': 6656, 'name': 'Arthropoda'}, {'tax_id': 6843, 'name': 'Chelicerata'}, {'tax_id': 6854, 'name': 'Arachnida'}, {'tax_id': 6933, 'name': 'Acari'}, {'tax_id': 6934, 'name': 'Parasitiformes'}, {'tax_id': 6935, 'name': 'Ixodida'}, {'tax_id': 297308, 'name': 'Ixodoidea'}]",False,,,,True,[],[],,1.0,,,,,,,,,,,,,,
PV023456.1,,GenBank,,,,2025-10-20,,[],1646,partial,"Orthonairovirus haemorrhagiae strain CCHFV/XHYYL_8/2023/China/Xinjiang nucleoprotein (NP) gene, complete cds",,False,Asia,China,Ixodoidea,"[{'tax_id': 131567, 'name': 'cellular organisms'}, {'tax_id': 2759, 'name': 'Eukaryota'}, {'tax_id': 33154, 'name': 'Opisthokonta'}, {'tax_id': 33208, 'name': 'Metazoa'}, {'tax_id': 6072, 'name': 'Eumetazoa'}, {'tax_id': 33213, 'name': 'Bilateria'}, {'tax_id': 33317, 'name': 'Protostomia'}, {'tax_id': 1206794, 'name': 'Ecdysozoa'}, {'tax_id': 88770, 'name': 'Panarthropoda'}, {'tax_id': 6656, 'name': 'Arthropoda'}, {'tax_id': 6843, 'name': 'Chelicerata'}, {'tax_id': 6854, 'name': 'Arachnida'}, {'tax_id': 6933, 'name': 'Acari'}, {'tax_id': 6934, 'name': 'Parasitiformes'}, {'tax_id': 6935, 'name': 'Ixodida'}, {'tax_id': 297308, 'name': 'Ixodoidea'}]",False,,,,True,[],[],,1.0,,,,,,,,,,,,,,
