accession,Organism Name,GenBank/RefSeq,Submitters,Organization,Submitter Country,Release date,Isolate,Virus Lineage,Length,Nuc Completeness,Proteins/Segments,Segment,Is Vaccine Strain,Geographic Region,Geographic Location,Host,Host Lineage,Lab Host,Tissue/Specimen/Source,Collection Date,Sample Name,Annotated,SRA Accessions,Bioprojects,Biosample,Protein count,Gene count,Mature Peptide Count,definition,strain,isolation_source,create_date,update_date,assembly_name,authors,title,journal,pubmed_id,reference_count,comment
JQ431318.1,,GenBank,,,,2012-09-15,,[],838,complete,,8,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,2,2,,,,,,,,,,,,,
JQ431326.1,,GenBank,,,,2012-09-15,,[],838,complete,,8,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,2,2,,,,,,,,,,,,,
JQ431336.1,,GenBank,,,,2012-09-15,,[],2151,complete,,3,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,1,1,,,,,,,,,,,,,
JQ431345.1,,GenBank,,,,2012-09-15,,[],2151,complete,,3,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,1,1,,,,,,,,,,,,,
JQ431366.1,,GenBank,,,,2012-09-15,,[],2274,complete,,2,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,1,2,,,,,,,,,,,,,
JQ431367.1,,GenBank,,,,2012-09-15,,[],2274,complete,,2,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,1,2,,,,,,,,,,,,,
JQ431385.1,,GenBank,,,,2012-09-15,,[],2280,complete,,1,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,1,1,,,,,,,,,,,,,
JQ431197.1,,GenBank,,,,2012-09-15,,[],1701,complete,,4,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,1,1,,,,,,,,,,,,,
JQ431241.1,,GenBank,,,,2012-09-15,,[],982,complete,,7,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,2,2,,,,,,,,,,,,,
JQ431247.1,,GenBank,,,,2012-09-15,,[],982,complete,,7,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,2,2,,,,,,,,,,,,,
JQ431267.1,,GenBank,,,,2012-09-15,,[],1410,complete,,6,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,1,1,,,,,,,,,,,,,
JQ431300.1,,GenBank,,,,2012-09-15,,[],1497,complete,,5,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,1,1,,,,,,,,,,,,,
JQ431319.1,,GenBank,,,,2012-09-15,,[],838,complete,,8,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,2,2,,,,,,,,,,,,,
JQ431323.1,,GenBank,,,,2012-09-15,,[],838,complete,,8,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,2,2,,,,,,,,,,,,,
JQ431332.1,,GenBank,,,,2012-09-15,,[],838,complete,,8,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,2,2,,,,,,,,,,,,,
JQ431340.1,,GenBank,,,,2012-09-15,,[],2151,complete,,3,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,1,1,,,,,,,,,,,,,
JQ431358.1,,GenBank,,,,2012-09-15,,[],2151,complete,,3,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,1,1,,,,,,,,,,,,,
KC800982.1,,GenBank,,,,2013-04-13,,[],890,complete,,8,False,Europe,France: Lyon,,[],,,,,True,[],[],,2,2,,,,,,,,,,,,,
JQ431230.1,,GenBank,,,,2012-09-15,,[],982,complete,,7,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,2,2,,,,,,,,,,,,,
JQ431253.1,,GenBank,,,,2012-09-15,,[],1410,complete,,6,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,1,1,,,,,,,,,,,,,
JQ431293.1,,GenBank,,,,2012-09-15,,[],1497,complete,,5,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,1,1,,,,,,,,,,,,,
JQ431334.1,,GenBank,,,,2012-09-15,,[],838,complete,,8,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,2,2,,,,,,,,,,,,,
JQ431343.1,,GenBank,,,,2012-09-15,,[],2151,complete,,3,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,1,1,,,,,,,,,,,,,
JQ431359.1,,GenBank,,,,2012-09-15,,[],2151,complete,,3,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,1,1,,,,,,,,,,,,,
JQ431378.1,,GenBank,,,,2012-09-15,,[],2274,complete,,2,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,1,2,,,,,,,,,,,,,
JF429392.1,,GenBank,,,,2011-03-12,,[],1701,complete,,4,False,Europe,France,,[],,,,,True,[],[],,1,1,,,,,,,,,,,,,
JF429397.1,,GenBank,,,,2011-03-12,,[],1410,complete,,6,False,Europe,France,,[],,,,,True,[],[],,1,1,,,,,,,,,,,,,
JQ431199.1,,GenBank,,,,2012-09-15,,[],1701,complete,,4,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,1,1,,,,,,,,,,,,,
JQ431220.1,,GenBank,,,,2012-09-15,,[],1701,complete,,4,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,1,1,,,,,,,,,,,,,
JQ431225.1,,GenBank,,,,2012-09-15,,[],982,complete,,7,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,2,2,,,,,,,,,,,,,
JQ431228.1,,GenBank,,,,2012-09-15,,[],982,complete,,7,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,2,2,,,,,,,,,,,,,
JQ431260.1,,GenBank,,,,2012-09-15,,[],1410,complete,,6,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,1,1,,,,,,,,,,,,,
JQ431273.1,,GenBank,,,,2012-09-15,,[],1410,complete,,6,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,1,1,,,,,,,,,,,,,
JQ431279.1,,GenBank,,,,2012-09-15,,[],1410,complete,,6,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,1,1,,,,,,,,,,,,,
JQ431281.1,,GenBank,,,,2012-09-15,,[],1497,complete,,5,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,1,1,,,,,,,,,,,,,
JQ431295.1,,GenBank,,,,2012-09-15,,[],1497,complete,,5,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,1,1,,,,,,,,,,,,,
JQ431352.1,,GenBank,,,,2012-09-15,,[],2151,complete,,3,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,1,1,,,,,,,,,,,,,
JQ431380.1,,GenBank,,,,2012-09-15,,[],2280,complete,,1,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,1,1,,,,,,,,,,,,,
JQ431221.1,,GenBank,,,,2012-09-15,,[],1701,complete,,4,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,1,1,,,,,,,,,,,,,
JQ431238.1,,GenBank,,,,2012-09-15,,[],982,complete,,7,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,2,2,,,,,,,,,,,,,
JQ431245.1,,GenBank,,,,2012-09-15,,[],982,complete,,7,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,2,2,,,,,,,,,,,,,
JQ431265.1,,GenBank,,,,2012-09-15,,[],1410,complete,,6,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,1,1,,,,,,,,,,,,,
JQ431268.1,,GenBank,,,,2012-09-15,,[],1410,complete,,6,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,1,1,,,,,,,,,,,,,
JQ431272.1,,GenBank,,,,2012-09-15,,[],1410,complete,,6,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,1,1,,,,,,,,,,,,,
JQ431276.1,,GenBank,,,,2012-09-15,,[],1410,complete,,6,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,1,1,,,,,,,,,,,,,
JQ431278.1,,GenBank,,,,2012-09-15,,[],1410,complete,,6,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,1,1,,,,,,,,,,,,,
JQ431335.1,,GenBank,,,,2012-09-15,,[],838,complete,,8,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,2,2,,,,,,,,,,,,,
JQ431365.1,,GenBank,,,,2012-09-15,,[],2274,complete,,2,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,1,2,,,,,,,,,,,,,
KC800980.1,,GenBank,,,,2013-04-13,,[],1565,complete,,5,False,Europe,France: Lyon,,[],,,,,True,[],[],,1,1,,,,,,,,,,,,,
JF429395.1,,GenBank,,,,2011-03-12,,[],1701,complete,,4,False,Europe,France,,[],,,,,True,[],[],,1,1,,,,,,,,,,,,,
JF429399.1,,GenBank,,,,2011-03-12,,[],1410,complete,,6,False,Europe,France,,[],,,,,True,[],[],,1,1,,,,,,,,,,,,,
KC800978.1,,GenBank,,,,2013-04-13,,[],2341,complete,,2,False,Europe,France: Lyon,,[],,,,,True,[],[],,1,2,,,,,,,,,,,,,
JQ431201.1,,GenBank,,,,2012-09-15,,[],1701,complete,,4,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,1,1,,,,,,,,,,,,,
JQ431222.1,,GenBank,,,,2012-09-15,,[],1701,complete,,4,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,1,1,,,,,,,,,,,,,
JQ431244.1,,GenBank,,,,2012-09-15,,[],982,complete,,7,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,2,2,,,,,,,,,,,,,
JQ431263.1,,GenBank,,,,2012-09-15,,[],1410,complete,,6,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,1,1,,,,,,,,,,,,,
JQ431292.1,,GenBank,,,,2012-09-15,,[],1497,complete,,5,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,1,1,,,,,,,,,,,,,
JQ431306.1,,GenBank,,,,2012-09-15,,[],1497,complete,,5,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,1,1,,,,,,,,,,,,,
JQ431356.1,,GenBank,,,,2012-09-15,,[],2151,complete,,3,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,1,1,,,,,,,,,,,,,
JQ431372.1,,GenBank,,,,2012-09-15,,[],2274,complete,,2,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,1,2,,,,,,,,,,,,,
JQ431373.1,,GenBank,,,,2012-09-15,,[],2274,complete,,2,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,1,2,,,,,,,,,,,,,
JQ431382.1,,GenBank,,,,2012-09-15,,[],2280,complete,,1,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,1,1,,,,,,,,,,,,,
JQ431390.1,,GenBank,,,,2012-09-15,,[],2280,complete,,1,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,1,1,,,,,,,,,,,,,
JQ431393.1,,GenBank,,,,2012-09-15,,[],2280,complete,,1,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,1,1,,,,,,,,,,,,,
KC800981.1,,GenBank,,,,2013-04-13,,[],1027,complete,,7,False,Europe,France: Lyon,,[],,,,,True,[],[],,2,2,,,,,,,,,,,,,
JF429400.1,,GenBank,,,,2011-03-12,,[],1410,complete,,6,False,Europe,France,,[],,,,,True,[],[],,1,1,,,,,,,,,,,,,
JQ431200.1,,GenBank,,,,2012-09-15,,[],1701,complete,,4,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,1,1,,,,,,,,,,,,,
JQ431203.1,,GenBank,,,,2012-09-15,,[],1701,complete,,4,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,1,1,,,,,,,,,,,,,
JQ431213.1,,GenBank,,,,2012-09-15,,[],1701,complete,,4,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,1,1,,,,,,,,,,,,,
JQ431223.1,,GenBank,,,,2012-09-15,,[],1701,complete,,4,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,1,1,,,,,,,,,,,,,
JQ431250.1,,GenBank,,,,2012-09-15,,[],982,complete,,7,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,2,2,,,,,,,,,,,,,
JQ431303.1,,GenBank,,,,2012-09-15,,[],1497,complete,,5,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,1,1,,,,,,,,,,,,,
JQ431329.1,,GenBank,,,,2012-09-15,,[],838,complete,,8,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,2,2,,,,,,,,,,,,,
JQ431331.1,,GenBank,,,,2012-09-15,,[],838,complete,,8,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,2,2,,,,,,,,,,,,,
JQ431337.1,,GenBank,,,,2012-09-15,,[],2151,complete,,3,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,1,1,,,,,,,,,,,,,
JQ431339.1,,GenBank,,,,2012-09-15,,[],2151,complete,,3,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,1,1,,,,,,,,,,,,,
JQ431370.1,,GenBank,,,,2012-09-15,,[],2274,complete,,2,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,1,2,,,,,,,,,,,,,
JQ431371.1,,GenBank,,,,2012-09-15,,[],2274,complete,,2,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,1,2,,,,,,,,,,,,,
JQ431391.1,,GenBank,,,,2012-09-15,,[],2280,complete,,1,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,1,1,,,,,,,,,,,,,
JQ431219.1,,GenBank,,,,2012-09-15,,[],1701,complete,,4,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,1,1,,,,,,,,,,,,,
JQ431227.1,,GenBank,,,,2012-09-15,,[],982,complete,,7,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,2,2,,,,,,,,,,,,,
JQ431243.1,,GenBank,,,,2012-09-15,,[],982,complete,,7,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,2,2,,,,,,,,,,,,,
JQ431249.1,,GenBank,,,,2012-09-15,,[],982,complete,,7,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,2,2,,,,,,,,,,,,,
JQ431269.1,,GenBank,,,,2012-09-15,,[],1410,complete,,6,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,1,1,,,,,,,,,,,,,
JQ431286.1,,GenBank,,,,2012-09-15,,[],1497,complete,,5,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,1,1,,,,,,,,,,,,,
JQ431307.1,,GenBank,,,,2012-09-15,,[],1497,complete,,5,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,1,1,,,,,,,,,,,,,
JQ431309.1,,GenBank,,,,2012-09-15,,[],838,complete,,8,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,2,2,,,,,,,,,,,,,
JQ431320.1,,GenBank,,,,2012-09-15,,[],838,complete,,8,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,2,2,,,,,,,,,,,,,
JQ431347.1,,GenBank,,,,2012-09-15,,[],2151,complete,,3,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,1,1,,,,,,,,,,,,,
JQ431364.1,,GenBank,,,,2012-09-15,,[],2274,complete,,2,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,1,2,,,,,,,,,,,,,
JQ431374.1,,GenBank,,,,2012-09-15,,[],2274,complete,,2,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,1,2,,,,,,,,,,,,,
JF429396.1,,GenBank,,,,2011-03-12,,[],1701,complete,,4,False,Europe,France,,[],,,,,True,[],[],,1,1,,,,,,,,,,,,,
JF429394.1,,GenBank,,,,2011-03-12,,[],1701,complete,,4,False,Europe,France,,[],,,,,True,[],[],,1,1,,,,,,,,,,,,,
JF429398.1,,GenBank,,,,2011-03-12,,[],1410,complete,,6,False,Europe,France,,[],,,,,True,[],[],,1,1,,,,,,,,,,,,,
JF429402.1,,GenBank,,,,2011-03-12,,[],1701,complete,,4,False,Europe,France,,[],,,,,True,[],[],,1,1,,,,,,,,,,,,,
KC800977.1,,GenBank,,,,2013-04-13,,[],2341,complete,,1,False,Europe,France: Lyon,,[],,,,,True,[],[],,1,1,,,,,,,,,,,,,
JQ431232.1,,GenBank,,,,2012-09-15,,[],982,complete,,7,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,2,2,,,,,,,,,,,,,
JQ431256.1,,GenBank,,,,2012-09-15,,[],1410,complete,,6,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,1,1,,,,,,,,,,,,,
JQ431258.1,,GenBank,,,,2012-09-15,,[],1410,complete,,6,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,1,1,,,,,,,,,,,,,
JQ431262.1,,GenBank,,,,2012-09-15,,[],1410,complete,,6,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,1,1,,,,,,,,,,,,,
JQ431294.1,,GenBank,,,,2012-09-15,,[],1497,complete,,5,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,1,1,,,,,,,,,,,,,
JQ431322.1,,GenBank,,,,2012-09-15,,[],838,complete,,8,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,2,2,,,,,,,,,,,,,
JQ431361.1,,GenBank,,,,2012-09-15,,[],2151,complete,,3,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,1,1,,,,,,,,,,,,,
JQ431362.1,,GenBank,,,,2012-09-15,,[],2151,complete,,3,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,1,1,,,,,,,,,,,,,
JQ431255.1,,GenBank,,,,2012-09-15,,[],1410,complete,,6,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,1,1,,,,,,,,,,,,,
JQ431257.1,,GenBank,,,,2012-09-15,,[],1410,complete,,6,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,1,1,,,,,,,,,,,,,
JQ431313.1,,GenBank,,,,2012-09-15,,[],838,complete,,8,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,2,2,,,,,,,,,,,,,
JQ431317.1,,GenBank,,,,2012-09-15,,[],838,complete,,8,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,2,2,,,,,,,,,,,,,
JQ431383.1,,GenBank,,,,2012-09-15,,[],2280,complete,,1,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,1,1,,,,,,,,,,,,,
JQ431388.1,,GenBank,,,,2012-09-15,,[],2280,complete,,1,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,1,1,,,,,,,,,,,,,
KC800979.1,,GenBank,,,,2013-04-13,,[],2233,complete,,3,False,Europe,France: Lyon,,[],,,,,True,[],[],,2,2,,,,,,,,,,,,,
JQ431204.1,,GenBank,,,,2012-09-15,,[],1701,complete,,4,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,1,1,,,,,,,,,,,,,
JQ431210.1,,GenBank,,,,2012-09-15,,[],1701,complete,,4,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,1,1,,,,,,,,,,,,,
JQ431235.1,,GenBank,,,,2012-09-15,,[],982,complete,,7,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,2,2,,,,,,,,,,,,,
JQ431236.1,,GenBank,,,,2012-09-15,,[],982,complete,,7,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,2,2,,,,,,,,,,,,,
JQ431246.1,,GenBank,,,,2012-09-15,,[],982,complete,,7,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,2,2,,,,,,,,,,,,,
JQ431284.1,,GenBank,,,,2012-09-15,,[],1497,complete,,5,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,1,1,,,,,,,,,,,,,
JQ431297.1,,GenBank,,,,2012-09-15,,[],1497,complete,,5,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,1,1,,,,,,,,,,,,,
JQ431305.1,,GenBank,,,,2012-09-15,,[],1497,complete,,5,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,1,1,,,,,,,,,,,,,
JQ431310.1,,GenBank,,,,2012-09-15,,[],838,complete,,8,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,2,2,,,,,,,,,,,,,
JQ431311.1,,GenBank,,,,2012-09-15,,[],838,complete,,8,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,2,2,,,,,,,,,,,,,
JQ431324.1,,GenBank,,,,2012-09-15,,[],838,complete,,8,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,2,2,,,,,,,,,,,,,
