accession,Organism Name,GenBank/RefSeq,Submitters,Organization,Submitter Country,Release date,Isolate,Virus Lineage,Length,Nuc Completeness,Proteins/Segments,Segment,Is Vaccine Strain,Geographic Region,Geographic Location,Host,Host Lineage,Lab Host,Tissue/Specimen/Source,Collection Date,Sample Name,Annotated,SRA Accessions,Bioprojects,Biosample,Protein count,Gene count,Mature Peptide Count,definition,strain,isolation_source,create_date,update_date,assembly_name,authors,title,journal,pubmed_id,reference_count,comment
OP006308.1,,GenBank,,,,2022-09-01,,[],29756,partial,,,False,North America,USA: NY,,[],,,,,True,[],[],,10,11,25,,,,,,,,,,,,
OP006310.1,,GenBank,,,,2022-09-01,,[],29771,partial,,,False,North America,USA: NY,,[],,,,,True,[],[],,11,11,26,,,,,,,,,,,,
OP006311.1,,GenBank,,,,2022-09-01,,[],29755,partial,,,False,North America,USA: NY,,[],,,,,True,[],[],,11,11,25,,,,,,,,,,,,
OP006313.1,,GenBank,,,,2022-09-01,,[],29758,partial,,,False,North America,USA: NY,,[],,,,,True,[],[],,11,11,25,,,,,,,,,,,,
OP006314.1,,GenBank,,,,2022-09-01,,[],29762,partial,,,False,North America,USA: NY,,[],,,,,True,[],[],,11,11,25,,,,,,,,,,,,
OP006315.1,,GenBank,,,,2022-09-01,,[],29750,partial,,,False,North America,USA: NY,,[],,,,,True,[],[],,11,11,25,,,,,,,,,,,,
OP006320.1,,GenBank,,,,2022-09-01,,[],29756,partial,,,False,North America,USA: NY,,[],,,,,True,[],[],,9,11,26,,,,,,,,,,,,
OP006323.1,,GenBank,,,,2022-09-01,,[],29756,partial,,,False,North America,USA: NY,,[],,,,,True,[],[],,9,11,25,,,,,,,,,,,,
OP006324.1,,GenBank,,,,2022-09-01,,[],29762,partial,,,False,North America,USA: NY,,[],,,,,True,[],[],,11,11,26,,,,,,,,,,,,
OP006325.1,,GenBank,,,,2022-09-01,,[],29771,partial,,,False,North America,USA: NY,,[],,,,,True,[],[],,11,11,25,,,,,,,,,,,,
OP006326.1,,GenBank,,,,2022-09-01,,[],29770,partial,,,False,North America,USA: NY,,[],,,,,True,[],[],,11,11,25,,,,,,,,,,,,
OP006327.1,,GenBank,,,,2022-09-01,,[],29768,partial,,,False,North America,USA: NY,,[],,,,,True,[],[],,11,11,25,,,,,,,,,,,,
OP006330.1,,GenBank,,,,2022-09-01,,[],29759,partial,,,False,North America,USA: NY,,[],,,,,True,[],[],,11,11,25,,,,,,,,,,,,
OP006331.1,,GenBank,,,,2022-09-01,,[],29759,partial,,,False,North America,USA: NY,,[],,,,,True,[],[],,11,11,25,,,,,,,,,,,,
OP006332.1,,GenBank,,,,2022-09-01,,[],29759,partial,,,False,North America,USA: NY,,[],,,,,True,[],[],,11,11,25,,,,,,,,,,,,
OP006338.1,,GenBank,,,,2022-09-01,,[],29757,partial,,,False,North America,USA: NY,,[],,,,,True,[],[],,11,11,25,,,,,,,,,,,,
OP006353.1,,GenBank,,,,2022-09-01,,[],29442,partial,,,False,North America,USA: NY,,[],,,,,True,[],[],,10,10,25,,,,,,,,,,,,
OP006354.1,,GenBank,,,,2022-09-01,,[],29758,partial,,,False,North America,USA: NY,,[],,,,,True,[],[],,11,11,25,,,,,,,,,,,,
OP006356.1,,GenBank,,,,2022-09-01,,[],29759,partial,,,False,North America,USA: NY,,[],,,,,True,[],[],,11,11,25,,,,,,,,,,,,
OP006359.1,,GenBank,,,,2022-09-01,,[],29759,partial,,,False,North America,USA: NY,,[],,,,,True,[],[],,11,11,25,,,,,,,,,,,,
OP006360.1,,GenBank,,,,2022-09-01,,[],29765,partial,,,False,North America,USA: NY,,[],,,,,True,[],[],,11,11,25,,,,,,,,,,,,
OP006363.1,,GenBank,,,,2022-09-01,,[],29757,partial,,,False,North America,USA: NY,,[],,,,,True,[],[],,11,10,25,,,,,,,,,,,,
OP006366.1,,GenBank,,,,2022-09-01,,[],29754,partial,,,False,North America,USA: NY,,[],,,,,True,[],[],,11,11,26,,,,,,,,,,,,
OP006369.1,,GenBank,,,,2022-09-01,,[],29759,partial,,,False,North America,USA: NY,,[],,,,,True,[],[],,11,11,25,,,,,,,,,,,,
OP006372.1,,GenBank,,,,2022-09-01,,[],29764,partial,,,False,North America,USA: NY,,[],,,,,True,[],[],,11,11,26,,,,,,,,,,,,
OP006373.1,,GenBank,,,,2022-09-01,,[],29765,partial,,,False,North America,USA: NY,,[],,,,,True,[],[],,11,11,25,,,,,,,,,,,,
OP006376.1,,GenBank,,,,2022-09-01,,[],29756,partial,,,False,North America,USA: NY,,[],,,,,True,[],[],,11,11,25,,,,,,,,,,,,
OP006377.1,,GenBank,,,,2022-09-01,,[],29758,partial,,,False,North America,USA: NY,,[],,,,,True,[],[],,11,11,26,,,,,,,,,,,,
OP006381.1,,GenBank,,,,2022-09-01,,[],29759,partial,,,False,North America,USA: NY,,[],,,,,True,[],[],,11,11,25,,,,,,,,,,,,
OP006387.1,,GenBank,,,,2022-09-01,,[],29759,partial,,,False,North America,USA: NY,,[],,,,,True,[],[],,11,11,25,,,,,,,,,,,,
OP006392.1,,GenBank,,,,2022-09-01,,[],29765,partial,,,False,North America,USA: NY,,[],,,,,True,[],[],,11,11,25,,,,,,,,,,,,
OP006409.1,,GenBank,,,,2022-09-01,,[],29759,partial,,,False,North America,USA: NY,,[],,,,,True,[],[],,11,11,26,,,,,,,,,,,,
OP006411.1,,GenBank,,,,2022-09-01,,[],29759,partial,,,False,North America,USA: NY,,[],,,,,True,[],[],,11,11,25,,,,,,,,,,,,
OP006412.1,,GenBank,,,,2022-09-01,,[],29444,partial,,,False,North America,USA: NY,,[],,,,,True,[],[],,10,10,25,,,,,,,,,,,,
OP006414.1,,GenBank,,,,2022-09-01,,[],29759,partial,,,False,North America,USA: NY,,[],,,,,True,[],[],,11,11,25,,,,,,,,,,,,
OP006416.1,,GenBank,,,,2022-09-01,,[],29759,partial,,,False,North America,USA: NY,,[],,,,,True,[],[],,11,11,26,,,,,,,,,,,,
OP006419.1,,GenBank,,,,2022-09-01,,[],29759,partial,,,False,North America,USA: NY,,[],,,,,True,[],[],,11,11,25,,,,,,,,,,,,
OP006426.1,,GenBank,,,,2022-09-01,,[],29754,partial,,,False,North America,USA: NY,,[],,,,,True,[],[],,11,11,25,,,,,,,,,,,,
OP006427.1,,GenBank,,,,2022-09-01,,[],29768,partial,,,False,North America,USA: NY,,[],,,,,True,[],[],,11,10,25,,,,,,,,,,,,
OP006429.1,,GenBank,,,,2022-09-01,,[],29758,partial,,,False,North America,USA: NY,,[],,,,,True,[],[],,10,11,25,,,,,,,,,,,,
OP006436.1,,GenBank,,,,2022-09-01,,[],29771,partial,,,False,North America,USA: NY,,[],,,,,True,[],[],,11,11,25,,,,,,,,,,,,
OP006443.1,,GenBank,,,,2022-09-01,,[],29750,partial,,,False,North America,USA: NY,,[],,,,,True,[],[],,11,11,25,,,,,,,,,,,,
OP006444.1,,GenBank,,,,2022-09-01,,[],29759,partial,,,False,North America,USA: NY,,[],,,,,True,[],[],,11,11,25,,,,,,,,,,,,
OP006445.1,,GenBank,,,,2022-09-01,,[],29750,partial,,,False,North America,USA: NY,,[],,,,,True,[],[],,11,11,25,,,,,,,,,,,,
OQ437918.1,,GenBank,,,,2023-02-14,,[],29802,partial,,,False,North America,USA,,[],,oronasopharynx,,,True,[],[],,11,11,26,,,,,,,,,,,,
OQ437921.1,,GenBank,,,,2023-02-14,,[],29742,partial,,,False,North America,USA,,[],,oronasopharynx,,,True,[],[],,11,11,26,,,,,,,,,,,,
OQ437928.1,,GenBank,,,,2023-02-14,,[],29803,partial,,,False,North America,USA,,[],,oronasopharynx,,,True,[],[],,11,11,26,,,,,,,,,,,,
OQ437945.1,,GenBank,,,,2023-02-14,,[],29801,complete,,,False,North America,USA,,[],,oronasopharynx,,,True,[],[],,12,11,26,,,,,,,,,,,,
OQ437957.1,,GenBank,,,,2023-02-14,,[],29803,partial,,,False,North America,USA,,[],,oronasopharynx,,,True,[],[],,11,11,26,,,,,,,,,,,,
OQ437958.1,,GenBank,,,,2023-02-14,,[],29802,partial,,,False,North America,USA,,[],,oronasopharynx,,,True,[],[],,11,11,26,,,,,,,,,,,,
OQ437960.1,,GenBank,,,,2023-02-14,,[],29800,partial,,,False,North America,USA,,[],,oronasopharynx,,,True,[],[],,11,11,26,,,,,,,,,,,,
OQ437962.1,,GenBank,,,,2023-02-14,,[],29777,partial,,,False,North America,USA,,[],,oronasopharynx,,,True,[],[],,9,11,26,,,,,,,,,,,,
OQ437986.1,,GenBank,,,,2023-02-14,,[],29800,partial,,,False,North America,USA,,[],,oronasopharynx,,,True,[],[],,11,11,26,,,,,,,,,,,,
